frame,x_min,y_min,x_max,y_max
"[[[ 26  74  80]
  [ 22  68  74]
  [ 21  64  71]
  ...
  [ 36  56  63]
  [ 45  70  76]
  [ 76 103 110]]

 [[ 18  71  76]
  [ 19  70  75]
  [ 23  69  75]
  ...
  [ 23  45  53]
  [ 43  67  75]
  [ 75 102 109]]

 [[ 23  74  79]
  [ 26  77  82]
  [ 23  69  75]
  ...
  [  9  33  41]
  [ 57  81  91]
  [ 86 113 122]]

 ...

 [[  0  16  23]
  [  1  17  24]
  [  2  18  25]
  ...
  [152 191 198]
  [152 191 198]
  [153 192 199]]

 [[  0  15  22]
  [  0  16  23]
  [  1  17  24]
  ...
  [152 191 198]
  [152 191 198]
  [153 192 199]]

 [[  0  15  22]
  [  0  16  23]
  [  1  17  24]
  ...
  [152 191 198]
  [152 191 198]
  [153 192 199]]]",226,66,425,355
"[[[ 25  73  79]
  [ 20  66  72]
  [ 21  64  71]
  ...
  [ 35  58  64]
  [ 43  68  74]
  [ 77 104 111]]

 [[ 18  71  76]
  [ 19  70  75]
  [ 19  65  71]
  ...
  [ 19  43  51]
  [ 33  57  65]
  [ 73 100 107]]

 [[ 24  75  80]
  [ 24  75  80]
  [ 21  67  73]
  ...
  [ 19  43  51]
  [ 45  69  79]
  [ 80 107 116]]

 ...

 [[  0  18  25]
  [  0  18  25]
  [  1  19  26]
  ...
  [150 189 196]
  [154 190 198]
  [155 191 199]]

 [[  0  17  24]
  [  0  17  24]
  [  0  18  25]
  ...
  [150 189 196]
  [154 190 198]
  [155 191 199]]

 [[  0  16  23]
  [  0  17  24]
  [  0  17  24]
  ...
  [150 189 196]
  [154 190 198]
  [155 191 199]]]",217,78,423,360
"[[[ 30  73  80]
  [ 26  67  74]
  [ 23  62  69]
  ...
  [ 14  34  41]
  [ 28  48  55]
  [ 74  97 103]]

 [[ 24  72  78]
  [ 24  70  76]
  [ 22  65  72]
  ...
  [ 37  57  64]
  [ 49  68  77]
  [ 80 102 110]]

 [[ 29  72  79]
  [ 31  74  81]
  [ 28  69  76]
  ...
  [ 21  43  51]
  [ 44  64  71]
  [ 89 109 116]]

 ...

 [[  1  19  21]
  [  1  19  21]
  [  1  19  21]
  ...
  [155 186 195]
  [158 189 198]
  [159 190 199]]

 [[  1  19  21]
  [  1  19  21]
  [  1  19  21]
  ...
  [160 191 200]
  [158 189 198]
  [159 190 199]]

 [[  1  19  21]
  [  1  19  21]
  [  1  19  21]
  ...
  [161 192 201]
  [158 189 198]
  [159 190 199]]]",217,60,422,354
"[[[ 30  73  80]
  [ 26  67  74]
  [ 23  62  69]
  ...
  [ 13  35  50]
  [ 29  51  66]
  [ 76 101 115]]

 [[ 25  73  79]
  [ 23  69  75]
  [ 21  64  71]
  ...
  [ 26  48  63]
  [ 51  72  90]
  [ 85 109 126]]

 [[ 26  72  78]
  [ 28  74  80]
  [ 25  68  75]
  ...
  [ 15  39  56]
  [ 29  51  66]
  [ 75  97 112]]

 ...

 [[  6  24  26]
  [  6  24  26]
  [  6  24  26]
  ...
  [169 200 209]
  [164 195 204]
  [163 194 203]]

 [[  6  24  26]
  [  6  24  26]
  [  6  24  26]
  ...
  [166 197 206]
  [165 196 205]
  [164 195 204]]

 [[  7  25  27]
  [  7  25  27]
  [  7  25  27]
  ...
  [166 197 206]
  [164 195 204]
  [163 194 203]]]",214,69,416,360
"[[[ 50  74  84]
  [ 38  62  72]
  [ 33  57  67]
  ...
  [ 22  24  40]
  [ 37  39  55]
  [ 70  72  88]]

 [[ 49  68  79]
  [ 46  65  76]
  [ 38  57  68]
  ...
  [ 27  33  49]
  [ 33  39  55]
  [ 66  72  88]]

 [[ 57  69  81]
  [ 57  69  81]
  [ 47  59  71]
  ...
  [ 17  31  45]
  [ 23  37  51]
  [ 80  94 108]]

 ...

 [[  8  14  23]
  [  8  14  23]
  [  9  15  24]
  ...
  [175 199 209]
  [174 198 208]
  [170 194 204]]

 [[  8  14  23]
  [  8  14  23]
  [  9  15  24]
  ...
  [175 199 209]
  [174 198 208]
  [173 197 207]]

 [[  8  14  23]
  [  8  14  23]
  [  9  15  24]
  ...
  [174 198 208]
  [174 198 208]
  [174 198 208]]]",216,78,409,359
"[[[ 40  69  78]
  [ 38  67  76]
  [ 31  60  69]
  ...
  [ 29  33  49]
  [ 41  45  61]
  [ 70  74  90]]

 [[ 50  74  84]
  [ 39  63  73]
  [ 34  58  68]
  ...
  [ 20  29  44]
  [ 36  45  60]
  [ 78  87 102]]

 [[ 59  76  87]
  [ 58  75  86]
  [ 45  62  73]
  ...
  [ 18  34  48]
  [ 30  46  60]
  [ 90 106 120]]

 ...

 [[  2  18  18]
  [  2  18  18]
  [  3  19  19]
  ...
  [165 194 203]
  [167 196 205]
  [165 194 203]]

 [[  2  18  18]
  [  2  18  18]
  [  3  19  19]
  ...
  [164 193 202]
  [164 193 202]
  [165 194 203]]

 [[  2  18  18]
  [  2  18  18]
  [  3  19  19]
  ...
  [167 194 203]
  [170 197 206]
  [174 201 210]]]",217,82,404,358
"[[[ 40  71  80]
  [ 35  66  75]
  [ 15  46  55]
  ...
  [ 15  25  35]
  [ 35  45  55]
  [ 80  90 100]]

 [[ 47  74  83]
  [ 36  63  72]
  [ 28  55  64]
  ...
  [ 16  26  36]
  [ 21  31  41]
  [ 66  76  86]]

 [[ 55  74  85]
  [ 56  75  86]
  [ 40  59  70]
  ...
  [ 10  32  40]
  [ 19  41  49]
  [ 72  94 102]]

 ...

 [[  2  16  21]
  [  2  16  21]
  [  3  17  22]
  ...
  [156 192 200]
  [155 191 199]
  [154 190 198]]

 [[  2  16  21]
  [  2  16  21]
  [  3  17  22]
  ...
  [152 188 196]
  [153 189 197]
  [153 189 197]]

 [[  2  16  21]
  [  2  16  21]
  [  3  17  22]
  ...
  [164 195 204]
  [167 198 207]
  [169 200 209]]]",211,82,400,357
"[[[ 42  64  72]
  [ 47  66  75]
  [ 34  53  62]
  ...
  [ 12  35  41]
  [ 37  60  66]
  [ 57  80  86]]

 [[ 46  63  72]
  [ 47  66  75]
  [ 46  65  74]
  ...
  [ 27  50  56]
  [ 38  61  67]
  [ 61  84  90]]

 [[ 42  66  74]
  [ 41  65  73]
  [ 40  64  72]
  ...
  [ 33  52  56]
  [ 45  64  68]
  [ 62  81  85]]

 ...

 [[  4  23  27]
  [  1  20  24]
  [  0  18  22]
  ...
  [155 191 199]
  [157 193 201]
  [162 198 206]]

 [[  4  23  27]
  [  1  20  24]
  [  0  18  22]
  ...
  [158 192 200]
  [160 194 202]
  [164 198 206]]

 [[  4  23  27]
  [  1  20  24]
  [  0  18  22]
  ...
  [163 194 203]
  [164 195 204]
  [166 197 206]]]",206,55,397,359
"[[[ 46  65  69]
  [ 51  68  72]
  [ 38  55  59]
  ...
  [ 22  33  41]
  [ 31  44  52]
  [ 41  54  62]]

 [[ 49  63  68]
  [ 50  67  71]
  [ 50  67  71]
  ...
  [ 24  36  41]
  [ 34  48  53]
  [ 55  69  74]]

 [[ 47  68  72]
  [ 45  66  70]
  [ 44  65  69]
  ...
  [ 44  56  61]
  [ 39  53  58]
  [ 68  82  87]]

 ...

 [[  7  22  25]
  [  6  21  24]
  [  5  20  23]
  ...
  [159 187 204]
  [163 191 208]
  [162 190 207]]

 [[  7  22  25]
  [  6  21  24]
  [  5  20  23]
  ...
  [158 186 203]
  [161 189 206]
  [162 190 207]]

 [[  7  22  25]
  [  6  21  24]
  [  5  20  23]
  ...
  [166 190 207]
  [168 192 209]
  [170 194 211]]]",206,57,394,358
"[[[ 42  66  69]
  [ 47  68  72]
  [ 34  55  59]
  ...
  [ 13  33  40]
  [ 22  45  51]
  [ 27  50  56]]

 [[ 45  64  68]
  [ 46  67  71]
  [ 46  67  71]
  ...
  [ 16  37  41]
  [ 21  45  48]
  [ 48  72  75]]

 [[ 43  69  72]
  [ 41  67  70]
  [ 40  66  69]
  ...
  [ 34  55  59]
  [ 31  55  58]
  [ 54  78  81]]

 ...

 [[  4  16  21]
  [  4  16  21]
  [  2  14  19]
  ...
  [160 188 205]
  [161 189 206]
  [162 190 207]]

 [[  4  16  21]
  [  4  16  21]
  [  2  14  19]
  ...
  [159 187 204]
  [163 189 206]
  [165 191 208]]

 [[  4  16  21]
  [  4  16  21]
  [  2  14  19]
  ...
  [167 191 208]
  [167 191 208]
  [169 193 210]]]",201,40,390,357
"[[[ 46  72  75]
  [ 38  62  65]
  [ 23  47  50]
  ...
  [ 16  34  41]
  [ 20  38  45]
  [ 24  44  51]]

 [[ 49  70  74]
  [ 39  63  66]
  [ 24  48  51]
  ...
  [ 21  40  44]
  [ 26  45  49]
  [ 41  62  66]]

 [[ 42  71  73]
  [ 37  66  68]
  [ 36  65  67]
  ...
  [ 29  50  54]
  [ 37  58  62]
  [ 43  64  68]]

 ...

 [[  8  15  21]
  [  8  15  21]
  [  6  13  19]
  ...
  [150 186 201]
  [152 188 203]
  [154 190 205]]

 [[  8  15  21]
  [  8  15  21]
  [  6  13  19]
  ...
  [158 191 207]
  [159 190 206]
  [161 192 208]]

 [[  8  15  21]
  [  8  15  21]
  [  6  13  19]
  ...
  [159 192 208]
  [161 192 208]
  [163 194 210]]]",197,51,387,353
"[[[ 28  72  75]
  [ 25  67  70]
  [ 21  63  66]
  ...
  [  8  36  41]
  [ 11  39  44]
  [ 18  48  53]]

 [[ 30  70  73]
  [ 25  67  70]
  [ 23  63  66]
  ...
  [ 24  52  57]
  [ 25  54  56]
  [ 27  58  60]]

 [[ 29  71  74]
  [ 24  66  69]
  [ 20  62  65]
  ...
  [ 22  52  57]
  [ 26  57  59]
  [ 28  59  61]]

 ...

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [146 184 199]
  [151 189 204]
  [153 191 206]]

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [155 193 208]
  [157 193 208]
  [157 193 208]]

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [154 192 207]
  [157 193 208]
  [158 194 209]]]",182,48,389,353
"[[[ 50  75  81]
  [ 48  71  77]
  [ 25  60  64]
  ...
  [  5  48  53]
  [  6  49  54]
  [  7  50  55]]

 [[ 40  60  67]
  [ 37  60  66]
  [ 29  61  66]
  ...
  [  8  49  54]
  [ 10  51  56]
  [  8  49  54]]

 [[ 39  67  72]
  [ 38  66  71]
  [ 36  66  71]
  ...
  [ 11  50  55]
  [ 13  52  57]
  [ 10  49  54]]

 ...

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [152 183 199]
  [153 186 202]
  [157 190 206]]

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [154 185 201]
  [159 192 208]
  [161 192 208]]

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [154 185 201]
  [159 192 208]
  [161 192 208]]]",182,56,376,349
"[[[ 39  74  78]
  [ 37  69  74]
  [ 48  88  91]
  ...
  [  8  35  42]
  [ 15  42  49]
  [ 32  59  66]]

 [[ 37  67  72]
  [ 35  67  72]
  [ 36  73  77]
  ...
  [ 29  51  61]
  [ 29  51  61]
  [ 27  49  59]]

 [[ 30  67  71]
  [ 31  68  72]
  [ 30  70  73]
  ...
  [ 22  46  56]
  [ 26  50  60]
  [ 26  50  60]]

 ...

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [152 183 199]
  [153 186 202]
  [157 190 206]]

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [153 181 198]
  [156 189 205]
  [160 191 207]]

 [[  6  23  27]
  [  4  21  25]
  [  0  17  21]
  ...
  [156 184 201]
  [159 192 208]
  [161 192 208]]]",170,59,366,351
"[[[ 12  68  69]
  [ 13  65  66]
  [ 18  66  70]
  ...
  [  8  35  42]
  [  8  35  42]
  [ 19  46  53]]

 [[ 26  74  78]
  [ 24  70  74]
  [ 24  67  72]
  ...
  [ 11  38  45]
  [ 13  40  47]
  [ 22  49  56]]

 [[ 34  70  76]
  [ 33  67  73]
  [ 29  63  69]
  ...
  [ 12  39  46]
  [ 16  43  50]
  [ 30  57  64]]

 ...

 [[  0  17  28]
  [  0  17  28]
  [  0  17  28]
  ...
  [146 179 195]
  [148 184 199]
  [152 188 203]]

 [[  0  17  28]
  [  0  17  28]
  [  0  17  28]
  ...
  [150 181 197]
  [152 185 201]
  [156 189 205]]

 [[  0  17  28]
  [  0  17  28]
  [  0  17  28]
  ...
  [153 184 200]
  [159 192 208]
  [161 192 208]]]",166,58,361,349
"[[[ 20  69  71]
  [ 20  64  67]
  [ 24  65  70]
  ...
  [ 17  45  57]
  [ 17  45  57]
  [ 27  55  67]]

 [[ 33  72  77]
  [ 31  67  73]
  [ 29  65  71]
  ...
  [ 19  47  59]
  [ 18  46  58]
  [ 29  57  69]]

 [[ 38  65  72]
  [ 33  60  67]
  [ 31  55  63]
  ...
  [ 24  52  64]
  [ 30  58  70]
  [ 31  59  71]]

 ...

 [[  4  17  25]
  [  4  17  25]
  [  4  17  25]
  ...
  [136 164 181]
  [149 182 198]
  [152 188 203]]

 [[  4  17  25]
  [  4  17  25]
  [  4  17  25]
  ...
  [145 171 188]
  [155 186 202]
  [157 190 206]]

 [[  4  17  25]
  [  4  17  25]
  [  4  17  25]
  ...
  [159 185 202]
  [159 190 206]
  [162 193 209]]]",160,60,355,348
"[[[  4  70  69]
  [  5  66  66]
  [ 10  68  70]
  ...
  [ 19  47  59]
  [ 21  49  61]
  [ 22  50  62]]

 [[ 17  75  77]
  [ 15  70  73]
  [ 15  68  71]
  ...
  [ 19  47  59]
  [ 21  49  61]
  [ 22  50  62]]

 [[ 21  67  71]
  [ 18  61  66]
  [ 14  57  62]
  ...
  [ 21  49  61]
  [ 22  50  62]
  [ 22  50  62]]

 ...

 [[  5  22  26]
  [  5  22  26]
  [  5  22  26]
  ...
  [123 151 168]
  [147 180 196]
  [149 185 200]]

 [[  3  20  24]
  [  3  20  24]
  [  3  20  24]
  ...
  [133 159 176]
  [155 186 202]
  [157 190 206]]

 [[  2  19  23]
  [  2  19  23]
  [  2  19  23]
  ...
  [157 183 200]
  [156 187 203]
  [160 193 209]]]",157,56,355,346
"[[[ 34  64  69]
  [ 35  60  66]
  [ 40  62  70]
  ...
  [ 28  59  61]
  [ 39  70  72]
  [ 22  53  55]]

 [[ 41  70  77]
  [ 39  66  73]
  [ 39  63  71]
  ...
  [ 26  57  59]
  [ 36  67  69]
  [ 22  53  55]]

 [[ 33  64  71]
  [ 30  59  66]
  [ 26  55  62]
  ...
  [ 19  50  52]
  [ 23  54  56]
  [ 22  53  55]]

 ...

 [[  9  16  22]
  [ 10  17  23]
  [ 12  19  25]
  ...
  [115 143 160]
  [145 178 194]
  [148 184 199]]

 [[  8  15  21]
  [  9  16  22]
  [ 11  18  24]
  ...
  [119 145 162]
  [154 185 201]
  [154 187 203]]

 [[  7  14  20]
  [  8  15  21]
  [ 10  17  23]
  ...
  [141 167 184]
  [160 188 205]
  [160 193 209]]]",155,49,354,350
"[[[ 29  52  58]
  [ 30  48  55]
  [ 32  47  56]
  ...
  [  5  48  53]
  [ 22  65  70]
  [ 15  58  63]]

 [[ 34  58  66]
  [ 31  53  61]
  [ 30  49  58]
  ...
  [  5  48  53]
  [  9  51  56]
  [  6  44  49]]

 [[ 33  64  71]
  [ 30  59  66]
  [ 26  55  62]
  ...
  [  4  47  52]
  [  1  41  46]
  [  0  27  32]]

 ...

 [[  1  18  22]
  [  2  19  23]
  [  4  21  25]
  ...
  [108 134 151]
  [140 171 187]
  [149 182 198]]

 [[  0  17  21]
  [  1  18  22]
  [  3  20  24]
  ...
  [116 140 157]
  [154 182 199]
  [158 189 205]]

 [[  0  16  20]
  [  0  17  21]
  [  2  19  23]
  ...
  [128 152 169]
  [163 191 208]
  [161 192 208]]]",156,48,351,349
"[[[ 26  54  59]
  [ 28  51  57]
  [ 35  54  63]
  ...
  [ 34  61  68]
  [ 25  52  59]
  [ 17  44  51]]

 [[ 31  60  67]
  [ 29  56  63]
  [ 26  50  58]
  ...
  [  6  32  39]
  [ 15  42  49]
  [ 27  54  61]]

 [[ 35  71  77]
  [ 31  65  71]
  [ 23  57  63]
  ...
  [ 18  45  52]
  [ 18  45  52]
  [ 28  55  62]]

 ...

 [[  1  18  22]
  [  2  19  23]
  [  4  21  25]
  ...
  [106 125 143]
  [125 149 166]
  [149 177 194]]

 [[  0  17  21]
  [  1  18  22]
  [  3  20  24]
  ...
  [110 129 147]
  [122 143 161]
  [146 172 189]]

 [[  0  16  20]
  [  0  17  21]
  [  2  19  23]
  ...
  [118 137 155]
  [143 164 182]
  [145 171 188]]]",149,48,352,340
"[[[ 55  60  71]
  [ 54  57  70]
  [ 55  58  71]
  ...
  [ 26  48  58]
  [ 25  47  57]
  [ 25  47  57]]

 [[ 47  57  67]
  [ 52  59  72]
  [ 54  61  74]
  ...
  [ 13  35  45]
  [ 12  34  44]
  [ 11  33  43]]

 [[ 38  48  58]
  [ 49  56  67]
  [ 50  57  68]
  ...
  [ 15  37  47]
  [ 17  39  49]
  [ 18  40  50]]

 ...

 [[  1  15  20]
  [  0  14  19]
  [  0  14  19]
  ...
  [108 124 143]
  [126 147 165]
  [155 179 196]]

 [[  1  14  19]
  [  0  12  17]
  [  0  12  17]
  ...
  [114 128 147]
  [130 149 167]
  [160 181 199]]

 [[  0  13  18]
  [  0  11  16]
  [  0  11  16]
  ...
  [122 136 155]
  [156 172 191]
  [162 183 201]]]",137,47,350,348
"[[[ 34  65  72]
  [ 30  66  72]
  [ 35  74  79]
  ...
  [ 24  37  53]
  [ 24  37  53]
  [ 24  37  53]]

 [[ 26  57  64]
  [  0  24  30]
  [  7  46  51]
  ...
  [ 24  37  53]
  [ 24  37  53]
  [ 24  37  53]]

 [[ 25  59  65]
  [ 20  59  64]
  [ 20  61  66]
  ...
  [ 25  38  54]
  [ 25  38  54]
  [ 25  38  54]]

 ...

 [[  0  15  19]
  [  0  15  19]
  [  0  15  19]
  ...
  [114 138 155]
  [103 131 148]
  [148 176 193]]

 [[  0  15  19]
  [  0  15  19]
  [  0  15  19]
  ...
  [111 132 150]
  [ 98 124 141]
  [150 176 193]]

 [[  0  15  19]
  [  0  15  19]
  [  0  15  19]
  ...
  [106 127 145]
  [116 140 157]
  [156 182 199]]]",150,49,350,331
"[[[ 37  59  67]
  [ 43  70  77]
  [ 43  72  79]
  ...
  [ 26  39  55]
  [ 25  38  54]
  [ 24  37  53]]

 [[ 28  50  58]
  [  3  28  35]
  [ 16  45  52]
  ...
  [ 26  39  55]
  [ 26  39  55]
  [ 26  39  55]]

 [[ 33  57  65]
  [ 28  57  64]
  [ 28  59  66]
  ...
  [ 27  40  56]
  [ 27  40  56]
  [ 27  40  56]]

 ...

 [[  0  15  19]
  [  0  15  19]
  [  0  15  19]
  ...
  [100 124 141]
  [111 139 156]
  [135 166 182]]

 [[  0  15  19]
  [  0  15  19]
  [  0  15  19]
  ...
  [115 136 154]
  [ 93 119 136]
  [140 168 185]]

 [[  0  15  19]
  [  0  15  19]
  [  0  15  19]
  ...
  [109 130 148]
  [103 127 144]
  [151 177 194]]]",155,46,347,340
"[[[ 35  62  69]
  [ 39  63  71]
  [ 45  69  77]
  ...
  [ 17  42  56]
  [ 17  42  56]
  [ 18  43  57]]

 [[ 32  63  70]
  [ 36  65  72]
  [ 43  70  77]
  ...
  [ 17  42  56]
  [ 17  42  56]
  [ 18  43  57]]

 [[ 24  60  66]
  [ 29  63  69]
  [ 35  66  73]
  ...
  [ 17  42  56]
  [ 17  42  56]
  [ 18  43  57]]

 ...

 [[  8  20  30]
  [  8  20  30]
  [  8  20  30]
  ...
  [ 79 100 118]
  [115 141 158]
  [115 143 160]]

 [[  8  20  30]
  [  8  20  30]
  [  8  20  30]
  ...
  [117 138 156]
  [100 126 143]
  [130 158 175]]

 [[  8  20  30]
  [  8  20  30]
  [  8  20  30]
  ...
  [113 134 152]
  [ 95 119 136]
  [137 163 180]]]",156,45,347,288
"[[[ 47  69  77]
  [ 46  65  74]
  [ 46  65  74]
  ...
  [ 21  45  55]
  [ 16  45  54]
  [ 16  45  54]]

 [[ 41  68  75]
  [ 42  66  74]
  [ 45  67  75]
  ...
  [ 22  46  56]
  [ 17  46  55]
  [ 16  45  54]]

 [[ 29  60  67]
  [ 34  63  70]
  [ 38  65  72]
  ...
  [ 23  47  57]
  [ 20  49  58]
  [ 20  49  58]]

 ...

 [[  3  18  29]
  [  3  18  29]
  [  5  17  29]
  ...
  [ 88 108 123]
  [113 137 154]
  [105 133 150]]

 [[  5  20  31]
  [  5  20  31]
  [  6  18  30]
  ...
  [104 125 143]
  [107 133 150]
  [121 149 166]]

 [[  5  20  31]
  [  5  20  31]
  [  6  18  30]
  ...
  [111 132 150]
  [ 99 123 140]
  [124 150 167]]]",155,47,346,344
"[[[ 38  69  76]
  [ 38  67  74]
  [ 37  66  73]
  ...
  [ 26  50  60]
  [ 29  58  67]
  [ 44  73  82]]

 [[ 33  69  75]
  [ 34  68  74]
  [ 37  68  75]
  ...
  [ 23  47  57]
  [ 25  54  63]
  [ 23  52  61]]

 [[ 22  63  68]
  [ 27  66  71]
  [ 32  68  74]
  ...
  [ 29  53  63]
  [ 11  40  49]
  [ 13  42  51]]

 ...

 [[  4  23  27]
  [  4  23  27]
  [  4  23  27]
  ...
  [109 126 142]
  [119 138 156]
  [105 129 146]]

 [[  4  23  27]
  [  4  23  27]
  [  4  23  27]
  ...
  [ 82 102 117]
  [110 134 151]
  [109 137 154]]

 [[  4  23  27]
  [  4  23  27]
  [  4  23  27]
  ...
  [113 134 152]
  [105 131 148]
  [117 145 162]]]",155,49,344,331
"[[[ 50  67  76]
  [ 50  65  74]
  [ 49  64  73]
  ...
  [ 24  46  54]
  [ 26  48  56]
  [ 26  48  56]]

 [[ 45  67  75]
  [ 46  65  74]
  [ 49  66  75]
  ...
  [ 23  45  53]
  [ 26  48  56]
  [ 26  48  56]]

 [[ 34  61  68]
  [ 39  63  71]
  [ 44  66  74]
  ...
  [ 21  43  51]
  [ 21  43  51]
  [ 21  43  51]]

 ...

 [[  0  16  23]
  [  0  16  23]
  [  0  17  24]
  ...
  [113 129 143]
  [124 141 157]
  [112 133 151]]

 [[  1  17  26]
  [  1  18  27]
  [  1  18  27]
  ...
  [ 95 112 128]
  [109 130 148]
  [108 134 151]]

 [[  2  21  32]
  [  3  22  33]
  [  4  23  34]
  ...
  [ 93 113 128]
  [ 97 121 138]
  [121 149 166]]]",160,43,341,302
"[[[ 50  67  76]
  [ 50  65  74]
  [ 50  65  74]
  ...
  [ 34  59  65]
  [ 32  57  63]
  [ 19  44  50]]

 [[ 46  68  76]
  [ 46  65  74]
  [ 50  67  76]
  ...
  [ 35  60  66]
  [ 34  59  65]
  [ 23  48  54]]

 [[ 34  61  68]
  [ 39  63  71]
  [ 44  66  74]
  ...
  [ 19  44  50]
  [  9  34  40]
  [ 20  45  51]]

 ...

 [[  1  14  22]
  [  1  14  22]
  [  2  15  23]
  ...
  [ 80 101 114]
  [ 98 124 136]
  [105 132 146]]

 [[  3  15  25]
  [  4  16  26]
  [  4  16  26]
  ...
  [107 133 145]
  [114 141 155]
  [103 134 150]]

 [[  6  21  32]
  [  7  22  33]
  [  7  22  33]
  ...
  [ 78 105 119]
  [ 93 124 140]
  [104 140 155]]]",156,47,344,341
"[[[ 38  57  66]
  [ 38  57  66]
  [ 38  57  66]
  ...
  [ 28  58  63]
  [ 24  54  59]
  [ 10  40  45]]

 [[ 36  60  68]
  [ 36  60  68]
  [ 36  60  68]
  ...
  [ 29  59  64]
  [ 37  67  72]
  [ 22  52  57]]

 [[ 38  67  74]
  [ 38  67  74]
  [ 38  67  74]
  ...
  [ 21  51  56]
  [ 10  40  45]
  [ 10  40  45]]

 ...

 [[  9  19  23]
  [  9  19  23]
  [  9  19  23]
  ...
  [ 81  92 107]
  [ 91 107 121]
  [112 129 145]]

 [[  9  19  23]
  [  9  19  23]
  [  9  19  23]
  ...
  [108 122 136]
  [120 137 153]
  [115 134 152]]

 [[  9  19  23]
  [  9  19  23]
  [  9  19  23]
  ...
  [107 124 140]
  [115 134 152]
  [110 134 151]]]",157,49,342,341
"[[[ 35  59  67]
  [ 45  69  77]
  [ 50  74  82]
  ...
  [ 19  47  59]
  [ 19  47  59]
  [ 21  49  61]]

 [[ 35  64  71]
  [ 42  71  78]
  [ 46  75  82]
  ...
  [ 19  47  59]
  [ 19  47  59]
  [ 21  49  61]]

 [[ 34  68  74]
  [ 36  70  76]
  [ 37  71  77]
  ...
  [ 19  47  59]
  [ 19  47  59]
  [ 21  49  61]]

 ...

 [[  5  13  22]
  [  5  13  22]
  [  5  13  22]
  ...
  [ 57  68  83]
  [ 78  89 104]
  [100 114 128]]

 [[  5  13  22]
  [  5  13  22]
  [  5  13  22]
  ...
  [ 64  78  92]
  [ 92 103 118]
  [104 120 134]]

 [[  5  13  22]
  [  5  13  22]
  [  5  13  22]
  ...
  [109 124 135]
  [107 121 135]
  [115 132 148]]]",154,48,344,350
"[[[ 54  61  72]
  [ 54  61  72]
  [ 54  61  72]
  ...
  [ 22  43  56]
  [ 24  45  58]
  [ 24  45  58]]

 [[ 50  57  68]
  [ 50  57  68]
  [ 50  57  68]
  ...
  [ 22  43  56]
  [ 23  44  57]
  [ 23  44  57]]

 [[ 44  56  66]
  [ 44  56  66]
  [ 44  56  66]
  ...
  [ 22  43  56]
  [ 22  43  56]
  [ 20  41  54]]

 ...

 [[  0  16  23]
  [  0  15  22]
  [  0  15  22]
  ...
  [ 39  60  73]
  [ 78 101 114]
  [108 133 147]]

 [[  0  15  22]
  [  0  15  22]
  [  0  15  22]
  ...
  [ 48  69  82]
  [ 84 107 120]
  [106 133 147]]

 [[  0  15  22]
  [  0  15  22]
  [  0  15  22]
  ...
  [ 63  84  97]
  [ 78 104 116]
  [ 99 126 140]]]",159,49,341,282
"[[[ 23  57  63]
  [ 23  57  63]
  [ 23  57  63]
  ...
  [ 23  42  60]
  [ 24  43  61]
  [ 24  43  61]]

 [[ 22  56  62]
  [ 22  56  62]
  [ 22  56  62]
  ...
  [ 23  42  60]
  [ 23  42  60]
  [ 23  42  60]]

 [[ 18  57  62]
  [ 18  57  62]
  [ 18  57  62]
  ...
  [ 23  42  60]
  [ 21  40  58]
  [ 20  39  57]]

 ...

 [[  1  22  26]
  [  1  22  26]
  [  1  22  26]
  ...
  [ 69  94 108]
  [ 77 102 116]
  [ 90 115 129]]

 [[  0  20  24]
  [  0  20  24]
  [  0  20  24]
  ...
  [ 50  71  84]
  [ 75  98 111]
  [ 88 113 127]]

 [[  0  19  23]
  [  0  20  24]
  [  0  20  24]
  ...
  [ 62  83  96]
  [ 68  91 104]
  [ 90 115 129]]]",159,48,341,280
"[[[ 34  65  72]
  [ 42  64  72]
  [ 58  61  72]
  ...
  [ 19  52  63]
  [  7  37  49]
  [ 14  42  54]]

 [[ 30  61  68]
  [ 38  60  68]
  [ 54  57  68]
  ...
  [ 11  44  55]
  [ 12  42  54]
  [  5  33  45]]

 [[ 24  60  66]
  [ 32  59  66]
  [ 48  55  66]
  ...
  [  6  39  50]
  [ 14  44  56]
  [  6  34  46]]

 ...

 [[  1  22  26]
  [  1  22  26]
  [  1  22  26]
  ...
  [ 73  99 111]
  [ 84 110 122]
  [ 85 113 125]]

 [[  0  20  24]
  [  0  20  24]
  [  0  20  24]
  ...
  [ 62  87 101]
  [ 74  99 113]
  [ 91 116 130]]

 [[  0  19  23]
  [  0  20  24]
  [  0  20  24]
  ...
  [ 54  75  88]
  [ 71  94 107]
  [101 126 140]]]",162,49,342,278
